TicketID,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type
18b4ef50-2c98-4e4f-8448,17:35:55,Station,Debit Card,Disabled,Standard,Advance
c76d9500-9aa0-4a26-ad96,17:36:28,Station,Debit Card,Disabled,Standard,Advance
79bec71b-485a-4a69-a86f,17:34:53,Station,Debit Card,Disabled,Standard,Advance
7187e6e1-590d-4d65-ad76,17:35:23,Station,Debit Card,Disabled,Standard,Advance
b80392f1-7723-494f-b255,17:34:32,Station,Debit Card,Disabled,Standard,Advance
f8003862-bda4-4487-9eb3,17:36:00,Station,Debit Card,Disabled,Standard,Advance
55384256-7460-40f3-9ac8,17:39:08,Station,Debit Card,Disabled,Standard,Advance
17a08157-89e1-41d3-b2da,17:31:46,Station,Debit Card,Disabled,Standard,Advance
0b45564d-78b3-4577-be97,17:36:13,Station,Debit Card,Disabled,Standard,Advance
e527ae91-1f76-4482-8c26,17:31:28,Station,Debit Card,Disabled,Standard,Advance
e27a66ce-dd59-4ff9-abb9,17:33:58,Station,Debit Card,Disabled,Standard,Advance
30dcad49-648f-4fd1-a0e4,17:30:04,Station,Debit Card,Disabled,Standard,Advance
7d9aa14f-0e04-4e6e-8fb4,17:36:40,Station,Debit Card,Disabled,Standard,Advance
5c4f819d-93d5-4c96-8407,17:38:37,Station,Debit Card,Disabled,Standard,Advance
e2d35d77-d1ca-4db8-ae49,17:36:18,Station,Debit Card,Disabled,Standard,Advance
c14e9a33-1dce-468c-b4f7,17:34:39,Station,Debit Card,Disabled,Standard,Advance
f9d31345-efc6-4a90-8c5f,17:44:18,Station,Debit Card,Disabled,Standard,Advance
d7c5ddad-fcb8-4f50-9a78,17:38:52,Station,Debit Card,Disabled,Standard,Advance
985d5019-cdc9-475e-a9fb,17:40:34,Station,Debit Card,Disabled,Standard,Advance
c4d89f33-e2e1-455b-afdb,10:46:04,Online,Debit Card,Adult,Standard,Advance
c2f6a3b1-1f2b-4ff0-ba3e,10:48:17,Online,Debit Card,Adult,Standard,Advance
041eaea7-14fe-4432-8d91,10:50:41,Online,Debit Card,Adult,Standard,Advance
e43a08ad-8f50-4e0d-9348,10:53:47,Online,Debit Card,Adult,Standard,Advance
740270a3-bf5e-4637-aed9,10:46:38,Online,Debit Card,Adult,Standard,Advance
2b2bf794-2111-44bf-8758,10:45:53,Online,Debit Card,Adult,Standard,Advance
95caa737-d9ca-4d8f-924f,10:48:46,Online,Debit Card,Adult,Standard,Advance
a0e8b4b8-d2a9-45f3-b64f,10:50:31,Online,Debit Card,Adult,Standard,Advance
4d20e9cd-3ecf-42c5-92b7,10:53:47,Online,Debit Card,Adult,Standard,Advance
78622bcb-5883-424c-8456,18:13:20,Station,Debit Card,Adult,Standard,Advance
3d323192-e2c6-4ba0-9a44,18:12:29,Station,Debit Card,Adult,Standard,Advance
77f2ae19-f238-4652-a673,18:13:47,Station,Debit Card,Adult,Standard,Advance
5b0b3247-71b3-4a93-9cec,18:06:43,Station,Debit Card,Adult,Standard,Advance
9a027f21-b30e-4e3f-ac1a,18:10:45,Station,Debit Card,Adult,Standard,Advance
8c5971c7-22b6-402e-bf38,18:04:34,Station,Debit Card,Adult,Standard,Advance
19c0a5f9-01b0-4417-9ba0,18:04:32,Station,Debit Card,Adult,Standard,Advance
45c760ba-0a81-4c42-80b4,18:08:35,Station,Debit Card,Adult,Standard,Advance
5300366b-e4bf-4bdf-bf5a,20:30:00,Station,Debit Card,Adult,Standard,Advance
acaaf213-a104-4252-8f05,18:08:40,Station,Debit Card,Adult,Standard,Advance
ffe0ebd9-bf00-42c1-a27b,18:14:41,Station,Debit Card,Adult,Standard,Advance
51fea5b6-920c-40ac-910a,20:27:37,Station,Debit Card,Adult,Standard,Advance
88932774-a976-4678-a979,18:08:54,Station,Debit Card,Adult,Standard,Advance
9d572df2-4c12-4c4d-8456,18:08:14,Station,Debit Card,Adult,Standard,Advance
757bb6c2-bc6c-4eb8-a00b,20:32:17,Station,Debit Card,Adult,Standard,Advance
2b078f35-c102-47a5-be65,18:01:38,Station,Debit Card,Adult,Standard,Advance
d6b153ef-3529-4e1b-96f8,18:04:48,Station,Debit Card,Adult,Standard,Advance
e63c2e79-0877-474c-a5ed,18:11:23,Station,Debit Card,Adult,Standard,Advance
6a93bf2c-03ea-4ff6-8a69,18:05:06,Station,Debit Card,Adult,Standard,Advance
d9f41cff-b1a2-4ff3-8af1,18:10:06,Station,Debit Card,Adult,Standard,Advance
c1890ab9-dde8-4165-b8d0,18:02:33,Station,Debit Card,Adult,Standard,Advance
b12efc3e-9df7-46b6-827a,18:12:45,Station,Debit Card,Adult,Standard,Advance
130974e0-1a70-408e-8bc6,18:12:51,Station,Debit Card,Adult,Standard,Advance
7cb0b8cc-48c8-4980-b2d4,18:02:27,Station,Debit Card,Adult,Standard,Advance
8f8a41d4-aadc-483a-b6cd,18:04:33,Station,Debit Card,Adult,Standard,Advance
33d8aadf-8640-461b-9af1,18:03:10,Station,Debit Card,Adult,Standard,Advance
429b536b-1e13-4913-8944,18:08:21,Station,Debit Card,Adult,Standard,Advance
7d5f2306-4894-43ff-a33c,18:06:33,Station,Debit Card,Adult,Standard,Advance
ff139544-53ee-46ca-ad81,18:05:51,Station,Debit Card,Adult,Standard,Advance
e600e2ef-58a8-40e2-8eba,18:08:14,Station,Debit Card,Adult,Standard,Advance
697d8ea9-3963-4478-b8fd,18:09:53,Station,Debit Card,Adult,Standard,Advance
a4990f48-44e3-4f82-8a92,18:13:42,Station,Debit Card,Adult,Standard,Advance
990e6fc0-3dc5-4f8f-9c60,18:00:26,Station,Debit Card,Adult,Standard,Advance
4cc92077-1cfe-4057-a1db,18:10:23,Station,Debit Card,Adult,Standard,Advance
b8219204-ddd5-4575-8c41,18:14:40,Station,Debit Card,Adult,Standard,Advance
0feca63c-257c-421e-bd51,18:05:06,Station,Debit Card,Adult,Standard,Advance
4b5128b8-4dda-464a-8a26,18:12:56,Station,Debit Card,Adult,Standard,Advance
cb5b4c2d-05b4-4c74-8fe7,18:08:06,Station,Debit Card,Adult,Standard,Advance
f6cb98b7-9d4f-41ba-ac3d,18:12:17,Station,Debit Card,Adult,Standard,Advance
ad4bebec-4768-4136-9b4b,18:05:55,Station,Debit Card,Adult,Standard,Advance
501d9214-8628-44f7-893a,18:03:59,Station,Debit Card,Adult,Standard,Advance
0003be8d-7821-479f-b9ec,18:10:42,Station,Debit Card,Adult,Standard,Advance
25a825ea-836f-4724-ba5b,18:08:58,Station,Debit Card,Adult,Standard,Advance
602b5774-81ad-4ab6-b9b7,18:14:40,Station,Debit Card,Adult,Standard,Advance
17272fba-7a3d-4129-a96c,18:13:58,Station,Debit Card,Adult,Standard,Advance
0b87cb7f-85eb-4017-b094,18:08:30,Station,Debit Card,Adult,Standard,Advance
ee47e995-efd2-413a-8784,18:08:12,Station,Debit Card,Adult,Standard,Advance
bec9483a-4ebd-4209-affa,18:14:54,Station,Debit Card,Adult,Standard,Advance
8f6cab9b-470e-46e4-a809,18:01:06,Station,Debit Card,Adult,Standard,Advance
ab39b2da-41a8-4c12-8d98,18:08:05,Station,Debit Card,Adult,Standard,Advance
2e62dff1-2693-434c-aa77,18:10:35,Station,Debit Card,Adult,Standard,Advance
e9087f53-ffeb-4804-9501,18:12:55,Station,Debit Card,Adult,Standard,Advance
178049ea-5dde-47d1-876e,18:03:40,Station,Debit Card,Adult,Standard,Advance
198a9122-1c95-45a7-9450,18:12:12,Station,Debit Card,Adult,Standard,Advance
064c4f6e-1e2d-4b6a-91d8,18:11:48,Station,Debit Card,Adult,Standard,Advance
c5f6c77f-6b1a-4aa4-a1e9,18:11:15,Station,Debit Card,Adult,Standard,Advance
e3644588-ebe5-4436-b785,18:03:33,Station,Debit Card,Adult,Standard,Advance
6b05af26-4283-4fd1-af6d,18:11:04,Station,Debit Card,Adult,Standard,Advance
035696c4-0da9-48b8-8cb2,18:12:19,Station,Debit Card,Adult,Standard,Advance
4a9a9e79-1fc4-4aeb-9596,18:10:53,Station,Debit Card,Adult,Standard,Advance
1c174d92-7e62-4b96-a74d,18:09:12,Station,Debit Card,Adult,Standard,Advance
1a5d2376-192d-4358-aed7,18:02:28,Station,Debit Card,Adult,Standard,Advance
9eb88bdf-a328-481f-9610,18:02:44,Station,Debit Card,Adult,Standard,Advance
b2bdd83c-2e10-4286-b12f,18:01:14,Station,Debit Card,Adult,Standard,Advance
8ae18d8a-6c61-44f4-828d,18:07:58,Station,Debit Card,Adult,Standard,Advance
7d20379d-56c2-4afb-bb4e,18:11:09,Station,Debit Card,Adult,Standard,Advance
41bd1006-4d3e-425b-9314,18:10:33,Station,Debit Card,Adult,Standard,Advance
b792f7c0-bd14-4d01-ba42,18:07:52,Station,Debit Card,Adult,Standard,Advance
c63ce6a8-63f8-4149-bd07,18:10:51,Station,Debit Card,Adult,Standard,Advance
836b626e-9d93-4f8e-aa56,20:23:37,Station,Debit Card,Adult,Standard,Advance
4fcd8c73-4d21-40de-bacc,20:26:18,Station,Debit Card,Adult,Standard,Advance
c9dd2bc2-2f08-4387-8058,18:12:11,Station,Debit Card,Adult,Standard,Advance
94f2c44a-bc48-423c-a38b,18:09:30,Station,Debit Card,Adult,Standard,Advance
f5b8998d-e2ee-4c9d-b472,18:04:57,Station,Debit Card,Adult,Standard,Advance
eada68e0-0038-404e-b428,18:10:28,Station,Debit Card,Adult,Standard,Advance
33068eac-aa33-456d-8195,18:10:35,Station,Debit Card,Adult,Standard,Advance
14b118cd-8b4c-4ab5-9cd3,18:00:11,Station,Debit Card,Adult,Standard,Advance
6580091a-aa19-4cf0-9646,18:00:18,Station,Debit Card,Adult,Standard,Advance
356fd517-7335-454d-a28d,18:01:56,Station,Debit Card,Adult,Standard,Advance
421bd0e1-bdcb-43ac-9b1f,18:03:35,Station,Debit Card,Adult,Standard,Advance
055c728a-d6cf-4c58-a061,18:11:09,Station,Debit Card,Adult,Standard,Advance
8dfbf0fc-aea0-424f-b30e,11:57:15,Station,Debit Card,Adult,Standard,Advance
73ef51d8-8c40-4388-a05b,11:51:13,Station,Debit Card,Adult,Standard,Advance
336d89b8-e126-4c0f-b7cf,11:55:29,Station,Debit Card,Adult,Standard,Advance
8583795a-e433-4dc5-8ae0,12:01:12,Station,Debit Card,Adult,Standard,Advance
1973657d-3708-42a2-8935,11:57:57,Station,Debit Card,Adult,Standard,Advance
d72b4666-b186-4793-bf4f,12:00:25,Station,Debit Card,Adult,Standard,Advance
d2ee4544-1d2a-4dc3-a450,11:50:22,Station,Debit Card,Adult,Standard,Advance
cbcf2340-cf46-4c8d-87e5,11:53:40,Station,Debit Card,Adult,Standard,Advance
6aac6c75-4111-47fe-a02b,11:58:53,Station,Debit Card,Adult,Standard,Advance
0cd53ed0-2050-44c9-82fb,12:00:55,Station,Debit Card,Adult,Standard,Advance
39db2315-bdd4-4cce-8760,11:54:54,Station,Debit Card,Adult,Standard,Advance
12cca798-0c54-44a4-a925,11:56:18,Station,Debit Card,Adult,Standard,Advance
bf7cc7ca-065c-4363-822e,12:03:53,Station,Debit Card,Adult,Standard,Advance
e533db25-21d4-4ff5-aeb2,11:55:24,Station,Debit Card,Adult,Standard,Advance
1c209071-97de-4d98-bfe7,12:04:51,Station,Debit Card,Adult,Standard,Advance
20c76724-c816-470f-9889,12:03:53,Station,Debit Card,Adult,Standard,Advance
47e894ef-9110-46ef-bc13,11:53:34,Station,Debit Card,Adult,Standard,Advance
c1102d39-e75d-4cff-9d29,12:03:19,Station,Debit Card,Adult,Standard,Advance
5a29c651-858b-417e-b84a,12:04:51,Station,Debit Card,Adult,Standard,Advance
5c492681-ce42-4c1c-ba68,11:57:09,Station,Debit Card,Adult,Standard,Advance
85093e8f-ff74-452a-9837,11:56:14,Station,Debit Card,Adult,Standard,Advance
db4322a7-7d61-43bb-8e8a,11:56:36,Station,Debit Card,Adult,Standard,Advance
795376f9-b532-4709-a18d,12:03:15,Station,Debit Card,Adult,Standard,Advance
d1586d3c-1b10-4ec2-be9d,12:02:26,Station,Debit Card,Adult,Standard,Advance
5a25d18b-2e8e-41d6-911b,11:59:58,Station,Debit Card,Adult,Standard,Advance
8f4a30ba-3abd-4845-9706,11:54:30,Station,Debit Card,Adult,Standard,Advance
bd4a2f33-3a48-41fe-8df7,11:59:40,Station,Debit Card,Adult,Standard,Advance
192e0adf-d28d-4c0a-a6b0,12:00:45,Station,Debit Card,Adult,Standard,Advance
c6bb12ad-f345-4206-b425,12:04:29,Station,Debit Card,Adult,Standard,Advance
7d7e117a-e648-4b2f-be59,11:51:27,Station,Debit Card,Adult,Standard,Advance
b31ab481-747e-47b5-a499,12:02:43,Station,Debit Card,Adult,Standard,Advance
a02b6271-2003-4b3d-ab6c,11:55:25,Station,Debit Card,Adult,Standard,Advance
3107488f-cba5-4129-882f,12:00:38,Station,Debit Card,Adult,Standard,Advance
df8c85aa-968d-4034-b56f,12:00:04,Station,Debit Card,Adult,Standard,Advance
b5d9c991-5f3f-49e6-a210,11:52:59,Station,Debit Card,Adult,Standard,Advance
d4996523-2989-44de-8d09,11:55:38,Station,Debit Card,Adult,Standard,Advance
f9f4d8a5-a98b-4cd5-b268,11:58:14,Station,Debit Card,Adult,Standard,Advance
c17defb0-9bdc-467e-b307,11:58:49,Station,Debit Card,Adult,Standard,Advance
2232e65b-1da0-4acf-b413,11:58:40,Station,Debit Card,Adult,Standard,Advance
d47aac35-069f-4ab2-b640,11:51:20,Station,Debit Card,Adult,Standard,Advance
c95c5a43-1018-4c58-aed3,12:01:59,Station,Debit Card,Adult,Standard,Advance
e6c10861-b14d-4fd9-a1a8,17:38:31,Station,Debit Card,Adult,Standard,Advance
9a8e4ab3-7cb5-42a3-9ac5,17:33:12,Station,Debit Card,Adult,Standard,Advance
3bd97318-008f-49df-84db,17:33:04,Station,Debit Card,Adult,Standard,Advance
e1fdd4eb-e82e-4fec-8e8b,17:42:42,Station,Debit Card,Adult,Standard,Advance
997038b4-93f5-446b-bb30,17:30:05,Station,Debit Card,Adult,Standard,Advance
c83659ef-ef65-4cda-ac79,17:44:11,Station,Debit Card,Adult,Standard,Advance
ca09b552-c009-49ae-8fb7,17:32:35,Station,Debit Card,Adult,Standard,Advance
f212aa44-4058-4929-878f,17:30:08,Station,Debit Card,Adult,Standard,Advance
ad0e88a2-c14d-4d21-9b28,19:31:37,Station,Debit Card,Adult,Standard,Advance
0a27a00f-ee7e-40f1-b29f,19:41:48,Station,Debit Card,Adult,Standard,Advance
ed87961e-38f6-4f0f-930d,19:41:24,Station,Debit Card,Adult,Standard,Advance
d84873d4-c5d3-496b-ada2,19:30:37,Station,Debit Card,Adult,Standard,Advance
e5ea5ed9-5a8f-4ca0-9006,19:22:04,Station,Debit Card,Adult,Standard,Advance
515d3379-5d82-4d54-a3a1,19:31:37,Station,Debit Card,Adult,Standard,Advance
aa34d6cc-a5b2-470a-98f9,19:29:20,Station,Debit Card,Adult,Standard,Advance
abccede0-97a7-44b1-a4ec,19:40:23,Station,Debit Card,Adult,Standard,Advance
711c8cb8-0e45-4138-ab0c,19:41:26,Station,Debit Card,Adult,Standard,Advance
b4b8009d-c321-466f-92a4,19:34:55,Station,Debit Card,Adult,Standard,Advance
42bf9d6e-54d5-462e-b190,19:38:38,Station,Debit Card,Adult,Standard,Advance
82e5338f-e712-4171-9d90,19:30:27,Station,Debit Card,Adult,Standard,Advance
3df18659-648e-495a-837e,19:23:10,Station,Debit Card,Adult,Standard,Advance
c2c6a9f5-f8fe-4fb6-8215,12:03:19,Station,Debit Card,Adult,Standard,Advance
f58875c0-79ec-4f9c-ae95,11:52:35,Station,Debit Card,Adult,Standard,Advance
8a59139a-136f-4dd3-99e6,11:57:24,Station,Debit Card,Adult,Standard,Advance
19d60eea-0ef2-467d-87d1,11:59:51,Station,Debit Card,Adult,Standard,Advance
68e153a5-3999-48f8-84bf,11:50:03,Station,Debit Card,Adult,Standard,Advance
df41bbf9-de9a-4506-845c,11:55:54,Station,Debit Card,Adult,Standard,Advance
1f0ac5e3-afdb-467d-87cb,11:53:05,Station,Debit Card,Adult,Standard,Advance
a09cbff8-8e4d-4945-bae3,12:04:54,Station,Debit Card,Adult,Standard,Advance
9b2e6cce-d09c-45c4-8c94,12:03:14,Station,Debit Card,Adult,Standard,Advance
51c8bc76-411b-4e04-9305,11:53:05,Station,Debit Card,Adult,Standard,Advance
3a82a2f9-a6bf-434f-95ea,12:03:51,Station,Debit Card,Adult,Standard,Advance
f005c92a-c8b7-4b84-86b9,12:00:03,Station,Debit Card,Adult,Standard,Advance
ff3d1a07-709a-4922-b165,11:56:10,Station,Debit Card,Adult,Standard,Advance
8b3dc2d6-3df4-45b6-b636,11:58:01,Station,Debit Card,Adult,Standard,Advance
937ee530-bf0b-47da-a802,11:51:44,Station,Debit Card,Adult,Standard,Advance
b9e06c7a-b57b-45eb-9823,11:55:06,Station,Debit Card,Adult,Standard,Advance
e45ec75b-b573-4496-9909,11:55:06,Station,Debit Card,Adult,Standard,Advance
3fbc7930-1829-4357-b163,11:58:41,Station,Debit Card,Adult,Standard,Advance
a94bcb66-e183-4805-8a78,11:56:05,Station,Debit Card,Adult,Standard,Advance
df8c624d-fad8-4614-994b,11:54:28,Station,Debit Card,Adult,Standard,Advance
b1d7558e-5256-4707-83c6,11:54:42,Station,Debit Card,Adult,Standard,Advance
17058aa6-fb1d-4d85-8ab7,11:59:24,Station,Debit Card,Adult,Standard,Advance
56e1dbbb-2f7c-4da0-87c3,11:54:53,Station,Debit Card,Adult,Standard,Advance
52d69154-bc63-4dc0-a832,11:56:15,Station,Debit Card,Adult,Standard,Advance
15f6818d-cc0c-4e36-afcd,11:50:36,Station,Debit Card,Adult,Standard,Advance
89b9ebe8-4e0c-43d0-9b2e,14:48:33,Station,Debit Card,Senior,Standard,Advance
d2f68663-5c39-47cc-8943,14:54:02,Station,Debit Card,Senior,Standard,Advance
bb74a2dc-567a-4982-8a54,14:51:48,Station,Debit Card,Senior,Standard,Advance
e204f5d2-0212-4c89-8f0c,14:49:08,Station,Debit Card,Senior,Standard,Advance
cf687b8a-2347-4252-9e24,14:59:44,Station,Debit Card,Senior,Standard,Advance
e0a60b05-43b1-442c-8d44,14:53:30,Station,Debit Card,Senior,Standard,Advance
c8a49061-9323-44d6-bee3,14:48:26,Station,Debit Card,Senior,Standard,Advance
32e62adf-6c00-47db-ae4f,14:47:45,Station,Debit Card,Senior,Standard,Advance
26433e69-b0be-401b-8508,14:57:57,Station,Debit Card,Senior,Standard,Advance
5eecee2b-4ba0-4611-881c,14:54:15,Station,Debit Card,Senior,Standard,Advance
c1c0aefb-7b5f-4a1a-8a3e,14:52:57,Station,Debit Card,Senior,Standard,Advance
ad5b9b39-678a-4f4f-ba5a,20:20:18,Station,Debit Card,Senior,Standard,Advance
cc336018-1386-4155-97fa,20:22:10,Station,Debit Card,Senior,Standard,Advance
125bbc52-bf53-47ed-bf47,20:31:32,Station,Debit Card,Senior,Standard,Advance
5b2e8c56-a240-48a9-b146,14:47:08,Station,Debit Card,Senior,Standard,Advance
391f495c-3a39-426c-b14a,14:58:02,Station,Debit Card,Senior,Standard,Advance
2eb72c9c-93d4-46a7-815c,14:49:31,Station,Debit Card,Senior,Standard,Advance
f672f99a-16e5-44ff-aab8,14:57:28,Station,Debit Card,Senior,Standard,Advance
5cba8154-329e-4670-805b,20:26:33,Station,Debit Card,Senior,Standard,Advance
880e76e6-4bff-4f26-abc7,14:50:09,Station,Debit Card,Senior,Standard,Advance
56b08941-79b0-4ecc-b3c3,14:59:42,Station,Debit Card,Senior,Standard,Advance
cf72bcc4-8991-44e6-b007,14:59:54,Station,Debit Card,Senior,Standard,Advance
f71e873a-7ee3-40d4-9c0b,14:58:02,Station,Debit Card,Senior,Standard,Advance
35da43b2-6758-442e-86d3,14:49:47,Station,Debit Card,Senior,Standard,Advance
21a194b5-7710-4625-ab12,20:25:38,Station,Debit Card,Senior,Standard,Advance
3dd5176e-d1ea-4751-bef6,14:57:57,Station,Debit Card,Senior,Standard,Advance
faf1f87c-c958-4805-8e07,14:52:21,Station,Debit Card,Senior,Standard,Advance
063e2004-3cb1-444b-b034,14:47:15,Station,Debit Card,Senior,Standard,Advance
24427e34-9e18-4f7e-bc34,14:56:56,Station,Debit Card,Senior,Standard,Advance
75b98c41-ebc4-4260-8e8a,10:36:16,Online,Debit Card,Senior,Standard,Advance
5e71afc4-76cf-4590-9d1c,20:17:32,Online,Debit Card,Senior,Standard,Advance
f3cc9cb5-5cef-494e-a20e,7:48:20,Online,Debit Card,Senior,Standard,Advance
e89454f3-1aba-4797-a436,10:41:00,Online,Debit Card,Senior,Standard,Advance
c1b469f4-1fea-415f-9495,7:56:36,Online,Debit Card,Senior,Standard,Advance
139f17f1-e10d-4737-b2e9,10:37:25,Online,Debit Card,Senior,Standard,Advance
03911222-2349-48a1-9323,7:54:16,Online,Debit Card,Senior,Standard,Advance
6b620ebd-0cc9-49c5-bbc0,7:59:06,Online,Debit Card,Senior,Standard,Advance
553f8413-7a5c-4db1-bf64,20:20:36,Online,Debit Card,Senior,Standard,Advance
35d0e100-00be-4c2f-ab32,10:41:56,Online,Debit Card,Senior,Standard,Advance
c6616ce4-73d1-446d-b643,20:19:18,Online,Debit Card,Senior,Standard,Advance
3b8ffb7a-b181-46bd-9d23,10:31:14,Online,Debit Card,Senior,Standard,Advance
c5331105-9568-4a40-9eee,7:49:16,Online,Debit Card,Senior,Standard,Advance
6ab235a8-005f-49c5-b352,10:38:39,Online,Debit Card,Senior,Standard,Advance
6ecfb094-4d93-4309-8b8d,7:57:55,Online,Debit Card,Senior,Standard,Advance
113439cf-6069-4ce5-8670,10:41:13,Online,Debit Card,Senior,Standard,Advance
235a38df-6258-4d85-9be8,20:29:06,Online,Debit Card,Senior,Standard,Advance
e84b9f88-62f2-4f6a-a428,10:43:26,Online,Debit Card,Senior,Standard,Advance
c3a0b82b-4af4-4558-8ed4,20:28:17,Online,Debit Card,Senior,Standard,Advance
06c815b5-3974-4606-92d4,10:33:03,Online,Debit Card,Senior,Standard,Advance
b58cbe93-239c-4f53-b7f3,20:25:52,Online,Debit Card,Senior,Standard,Advance
95cdd791-3eec-4f28-9938,10:41:57,Online,Debit Card,Senior,Standard,Advance
d8dbf7bb-4510-478d-b837,7:47:52,Online,Debit Card,Senior,Standard,Advance
c181ccdb-c02b-4e12-9712,10:43:20,Online,Debit Card,Senior,Standard,Advance
9537ce0e-df85-431b-b4f8,20:28:44,Online,Debit Card,Senior,Standard,Advance
0f72bce8-d611-408a-a4c1,7:53:47,Online,Debit Card,Senior,Standard,Advance
87e39371-2874-4413-bb26,7:57:38,Online,Debit Card,Senior,Standard,Advance
3a185d34-1853-4d23-8679,10:32:23,Online,Debit Card,Senior,Standard,Advance
c8b599bd-21ca-4ee4-b641,10:42:35,Online,Debit Card,Senior,Standard,Advance
9c18e42c-0e4e-42ba-ab6f,10:35:29,Online,Debit Card,Senior,Standard,Advance
319a3673-ceb7-41bb-8228,20:17:54,Online,Debit Card,Senior,Standard,Advance
89e2d0df-7fde-4b33-aa19,10:39:32,Online,Debit Card,Senior,Standard,Advance
090f50ca-10b5-4849-b3f5,20:27:07,Online,Debit Card,Senior,Standard,Advance
fb769d0e-e48f-4ca5-8c2b,20:25:23,Online,Debit Card,Senior,Standard,Advance
48cdb657-98d0-483d-9f99,20:15:18,Online,Debit Card,Senior,Standard,Advance
863c8f0d-1e00-4231-bdf2,7:50:09,Online,Debit Card,Senior,Standard,Advance
fe38cb9b-568d-4b01-be96,10:39:50,Online,Debit Card,Senior,Standard,Advance
8f4a1bf8-7016-4336-bf1e,10:35:53,Online,Debit Card,Senior,Standard,Advance
2272a6d4-8539-4b37-9ece,10:35:27,Online,Debit Card,Senior,Standard,Advance
10935d2d-1158-4cec-8762,20:23:59,Online,Debit Card,Senior,Standard,Advance
22b8c65a-7c04-4a04-84fd,10:32:30,Online,Debit Card,Senior,Standard,Advance
611615a6-a85e-45c5-8453,20:21:36,Online,Debit Card,Senior,Standard,Advance
786ed1b2-a7f4-4bb2-9399,10:42:14,Online,Debit Card,Senior,Standard,Advance
8150de0b-221c-41e7-86f9,7:53:29,Online,Debit Card,Senior,Standard,Advance
09d23bbd-e06e-4cf0-943b,10:44:53,Online,Debit Card,Senior,Standard,Advance
99ffefc4-4b5f-4749-8d5c,7:56:25,Online,Debit Card,Senior,Standard,Advance
da52ed53-3fa2-467a-aaa6,7:54:06,Online,Debit Card,Senior,Standard,Advance
2f98bf9f-739d-46be-b802,7:46:49,Online,Debit Card,Senior,Standard,Advance
c9680e82-5ae2-4bd3-8ac1,7:54:50,Online,Debit Card,Senior,Standard,Advance
dee148bc-2a3b-4c50-a838,7:52:12,Online,Debit Card,Senior,Standard,Advance
29b1f599-814b-439e-b5c4,7:59:01,Online,Debit Card,Senior,Standard,Advance
8202a6e3-4501-4d2d-85dd,7:47:50,Online,Debit Card,Senior,Standard,Advance
a4b0be49-f115-48ff-b2c7,7:46:29,Online,Debit Card,Senior,Standard,Advance
6eae4dce-b911-4ea9-bf4f,7:50:10,Online,Debit Card,Senior,Standard,Advance
3eb93326-36aa-439e-966a,7:51:43,Online,Debit Card,Senior,Standard,Advance
c0f8c178-135a-4b24-9f99,7:48:28,Online,Debit Card,Senior,Standard,Advance
ba6a0de7-8af1-4d73-b0b4,7:57:33,Online,Debit Card,Senior,Standard,Advance
652e0486-3e73-4dfd-a629,7:47:29,Online,Debit Card,Senior,Standard,Advance
0e41c44c-8b10-40a7-b383,7:50:49,Online,Debit Card,Senior,Standard,Advance
cccc3359-8a95-4e6d-9e25,7:48:36,Online,Debit Card,Senior,Standard,Advance
8fa67f53-64ca-4dc4-88ec,7:54:37,Online,Debit Card,Senior,Standard,Advance
a345ab78-c2ec-4c4a-a169,7:52:59,Online,Debit Card,Senior,Standard,Advance
d38d8565-0a51-4e78-9efc,7:46:09,Online,Debit Card,Senior,Standard,Advance
f4390dda-bf74-4a45-8999,7:54:08,Online,Debit Card,Senior,Standard,Advance
e4e11f79-0ad3-4f54-98b6,7:49:53,Online,Debit Card,Senior,Standard,Advance
16bf98f0-6d33-4a8f-909a,7:49:42,Online,Debit Card,Senior,Standard,Advance
f5b9e5e2-6fe5-4168-a746,7:56:14,Online,Debit Card,Senior,Standard,Advance
e5c58db9-1162-46e6-80e1,7:56:25,Online,Debit Card,Senior,Standard,Advance
6376cffa-9fbb-4c2d-a284,7:45:17,Online,Debit Card,Senior,Standard,Advance
cd7d9154-0d20-4117-849e,7:50:50,Online,Debit Card,Senior,Standard,Advance
2a8aefd8-975c-4a61-93ab,7:58:48,Online,Debit Card,Senior,Standard,Advance
03f1020b-5c96-4fa3-af0d,7:59:57,Online,Debit Card,Senior,Standard,Advance
26b55857-1dce-4830-a5f0,7:55:05,Online,Debit Card,Senior,Standard,Advance
4a028006-2794-4687-9da5,7:47:06,Online,Debit Card,Senior,Standard,Advance
88ea5dc2-eec1-40f9-8c4a,7:51:24,Online,Debit Card,Senior,Standard,Advance
858e08e1-aeaa-4614-8804,7:49:57,Online,Debit Card,Senior,Standard,Advance
489c3455-78e8-46af-af77,7:48:50,Online,Debit Card,Senior,Standard,Advance
5b937fe2-fff6-45b7-a3d9,7:56:33,Online,Debit Card,Senior,Standard,Advance
5aad04e1-7426-42b2-9f7f,7:55:13,Online,Debit Card,Senior,Standard,Advance
bac0afa2-f0e4-4d3e-a3e0,7:59:09,Online,Debit Card,Senior,Standard,Advance
123bc7e9-3821-45d2-b639,7:49:24,Online,Debit Card,Senior,Standard,Advance
d0101fb0-8b3c-4ab0-a48b,7:49:56,Online,Debit Card,Senior,Standard,Advance
c0523ea4-8dc3-4d8d-8154,7:53:22,Online,Debit Card,Senior,Standard,Advance
